,Actual,Predicted,,,,,,,,,,,,,,,,
9736,44,32.896015,,,,18524,2012,2,11,19,44,-20,-1,1027,SE,2.68,0,0
9737,74,50.395172,,,,18525,2012,2,11,20,74,-18,-3,1028,SE,3.57,0,0
9738,87,81.1441,,,,18526,2012,2,11,21,87,-18,-3,1029,SE,4.46,0,0
9739,106,89.23767,,,,18527,2012,2,11,22,106,-16,-2,1030,SE,8.48,0,0
9740,147,107.14404,,,,18528,2012,2,11,23,147,-9,-4,1030,SE,12.5,0,0
9741,175,155.11868,,,,18529,2012,2,12,0,175,-9,-5,1030,SE,16.52,0,0
9742,107,179.3017,,,,18530,2012,2,12,1,107,-9,-5,1030,SE,19.65,0,0
9743,99,97.37576,,,,18531,2012,2,12,2,99,-9,-4,1031,SE,21.44,0,0
9744,86,93.70094,,,,18532,2012,2,12,3,86,-10,-6,1030,cv,0.89,0,0
9745,74,86.1756,,,,18533,2012,2,12,4,74,-12,-7,1030,SE,0.89,0,0
9746,78,71.755646,,,,18534,2012,2,12,5,78,-12,-8,1029,cv,0.89,0,0
9747,75,80.70857,,,,18535,2012,2,12,6,75,-12,-10,1029,NE,1.79,0,0
9748,70,75.992516,,,,18536,2012,2,12,7,70,-12,-10,1030,NW,1.79,0,0
9749,70,69.24732,,,,18537,2012,2,12,8,70,-7,-4,1029,NW,4.92,0,0
9750,77,67.43588,,,,18538,2012,2,12,9,77,-8,-2,1030,NW,8.05,0,0
9751,90,73.41333,,,,18539,2012,2,12,10,90,-9,-1,1029,NW,9.84,0,0
9752,113,87.24445,,,,18540,2012,2,12,11,113,-9,-1,1029,SE,1.79,0,0
9753,97,113.91604,,,,18541,2012,2,12,12,97,-9,1,1027,cv,1.79,0,0
9754,111,96.4451,,,,18542,2012,2,12,13,111,-8,0,1025,SE,1.79,0,0
9755,104,114.02313,,,,18543,2012,2,12,14,104,-8,1,1024,NE,1.79,0,0
9756,106,103.68592,,,,18544,2012,2,12,15,106,-9,0,1023,cv,0.89,0,0
9757,105,108.7007,,,,18545,2012,2,12,16,105,-9,0,1024,cv,1.78,0,0
9758,105,106.19591,,,,18546,2012,2,12,17,105,-9,0,1024,cv,2.67,0,0
9759,112,107.2195,,,,18547,2012,2,12,18,112,-9,0,1024,SE,1.79,0,0
9760,120,113.52725,,,,18548,2012,2,12,19,120,-8,-1,1024,cv,0.89,0,0
9761,134,124.379845,,,,18549,2012,2,12,20,134,-9,-4,1024,NE,0.89,0,0
9762,143,135.49034,,,,18550,2012,2,12,21,143,-8,-3,1024,SE,0.89,0,0
9763,157,143.45187,,,,18551,2012,2,12,22,157,-10,-5,1025,cv,0.89,0,0
9764,149,158.44695,,,,18552,2012,2,12,23,149,-8,-4,1025,cv,1.78,0,0
9765,170,148.9168,,,,18553,2012,2,13,0,170,-11,-7,1024,NW,3.13,0,0
9766,183,170.61276,,,,18554,2012,2,13,1,183,-10,-6,1024,cv,0.89,0,0
9767,175,185.47989,,,,18555,2012,2,13,2,175,-12,-8,1024,cv,1.78,0,0
9768,154,173.62535,,,,18556,2012,2,13,3,154,-11,-6,1024,NW,1.79,0,0
9769,145,148.08322,,,,18557,2012,2,13,4,145,-11,-7,1023,NW,3.58,0,0
9770,144,140.88185,,,,18558,2012,2,13,5,144,-10,-6,1023,NW,5.37,0,0
9771,163,139.38791,,,,18559,2012,2,13,6,163,-10,-6,1024,NW,6.26,0,0
9772,172,158.74779,,,,18560,2012,2,13,7,172,-9,-5,1024,NW,9.39,0,0
9773,170,167.3897,,,,18561,2012,2,13,8,170,-9,-4,1025,NW,11.18,0,0
9774,182,163.34969,,,,18562,2012,2,13,9,182,-9,-2,1025,NW,12.97,0,0
9775,138,175.06029,,,,18563,2012,2,13,10,138,-9,-1,1025,NE,1.79,0,0
9776,149,127.89131,,,,18564,2012,2,13,11,149,-10,1,1024,NW,1.79,0,0
9777,163,141.62804,,,,18565,2012,2,13,12,163,-10,2,1023,cv,0.89,0,0
9778,165,163.81682,,,,18566,2012,2,13,13,165,-9,4,1022,cv,1.78,0,0
9779,192,165.28378,,,,18567,2012,2,13,14,192,-10,4,1022,SE,3.13,0,0
9780,226,193.76341,,,,18568,2012,2,13,15,226,-9,4,1021,SE,6.26,0,0
9781,221,228.88553,,,,18569,2012,2,13,16,221,-9,3,1021,SE,9.39,0,0
9782,224,218.62056,,,,18570,2012,2,13,17,224,-9,2,1021,cv,0.89,0,0
9783,228,224.44304,,,,18571,2012,2,13,18,228,-9,1,1021,SE,0.89,0,0
9784,254,226.44441,,,,18572,2012,2,13,19,254,-8,-2,1021,SE,1.78,0,0
9785,288,256.7767,,,,18573,2012,2,13,20,288,-8,-2,1021,SE,2.67,0,0
9786,295,288.84085,,,,18574,2012,2,13,21,295,-8,-1,1022,cv,0.89,0,0
9787,332,294.37323,,,,18575,2012,2,13,22,332,-9,-4,1023,cv,1.78,0,0
9788,352,335.70096,,,,18576,2012,2,13,23,352,-9,-3,1023,cv,2.67,0,0
9789,376,352.4966,,,,18577,2012,2,14,0,376,-10,-5,1023,NW,0.89,0,0
9790,380,373.27417,,,,18578,2012,2,14,1,380,-10,-6,1023,cv,0.89,0,0
9791,327,377.6024,,,,18579,2012,2,14,2,327,-9,-6,1023,NW,3.13,0,0
9792,306,312.9268,,,,18580,2012,2,14,3,306,-10,-6,1023,NW,7.15,0,0
9793,248,292.72195,,,,18581,2012,2,14,4,248,-9,-5,1024,NW,11.17,0,0
9794,235,232.09259,,,,18582,2012,2,14,5,235,-8,-3,1024,NW,16.98,0,0
9795,236,222.4431,,,,18583,2012,2,14,6,236,-11,-2,1025,NW,21,0,0
9796,151,224.00916,,,,18584,2012,2,14,7,151,-13,-3,1026,NW,25.02,0,0
9797,14,134.71356,,,,18585,2012,2,14,8,14,-15,-1,1027,NE,4.02,0,0
9798,13,-1.4561422,,,,18586,2012,2,14,9,13,-17,-1,1028,NW,7.15,0,0
9799,16,9.436795,,,,18587,2012,2,14,10,16,-19,1,1028,NE,4.92,0,0
9800,16,14.92327,,,,18588,2012,2,14,11,16,-20,2,1028,NE,8.94,0,0
9801,15,16.18475,,,,18589,2012,2,14,12,15,-22,5,1028,NW,5.81,0,0
9802,22,14.216855,,,,18590,2012,2,14,13,22,-26,4,1027,NW,12.96,0,0
9803,25,21.97622,,,,18591,2012,2,14,14,25,-24,3,1027,NE,4.02,0,0
9804,26,28.13693,,,,18592,2012,2,14,15,26,-23,4,1027,NE,5.81,0,0
9805,23,28.432053,,,,18593,2012,2,14,16,23,-24,3,1027,SE,1.79,0,0
9806,24,26.735634,,,,18594,2012,2,14,17,24,-24,3,1028,SE,3.58,0,0
9807,25,26.285797,,,,18595,2012,2,14,18,25,-21,-2,1028,SE,4.47,0,0
9808,22,32.500282,,,,18596,2012,2,14,19,22,-20,-2,1029,NE,0.89,0,0
9809,38,26.4011,,,,18597,2012,2,14,20,38,-22,-6,1029,NE,2.68,0,0
9810,57,41.550377,,,,18598,2012,2,14,21,57,-22,-1,1030,NW,3.13,0,0
9811,41,55.94782,,,,18599,2012,2,14,22,41,-21,-4,1030,NE,1.79,0,0
9812,71,41.4085,,,,18600,2012,2,14,23,71,-16,-5,1030,SE,3.13,0,0
9813,80,78.15921,,,,18601,2012,2,15,0,80,-10,-6,1031,SE,4.92,0,0
9814,129,85.73103,,,,18602,2012,2,15,1,129,-9,-6,1031,SE,6.71,0,0
9815,149,134.94305,,,,18603,2012,2,15,2,149,-9,-6,1031,SE,9.84,0,0
9816,132,150.47472,,,,18604,2012,2,15,3,132,-9,-6,1031,SE,12.97,0,0
9817,97,127.995026,,,,18605,2012,2,15,4,97,-10,-6,1031,SE,14.76,0,0
9818,83,90.00886,,,,18606,2012,2,15,5,83,-10,-7,1031,SE,15.65,0,0
9819,78,79.81977,,,,18607,2012,2,15,6,78,-13,-10,1031,NE,0.89,0,0
9820,92,76.17141,,,,18608,2012,2,15,7,92,-11,-9,1031,NE,1.78,0,0
9821,95,90.98891,,,,18609,2012,2,15,8,95,-11,-9,1031,cv,0.89,0,0
9822,92,98.8506,,,,18610,2012,2,15,9,92,-10,-5,1031,NE,0.89,0,0
9823,87,86.604706,,,,18611,2012,2,15,10,87,-9,-3,1031,cv,0.89,0,0
9824,96,87.3366,,,,18612,2012,2,15,11,96,-9,-2,1030,cv,1.78,0,0
9825,113,97.241615,,,,18613,2012,2,15,12,113,-10,0,1028,cv,3.57,0,0
9826,138,115.7882,,,,18614,2012,2,15,13,138,-10,1,1026,SE,1.79,0,0
9827,167,140.93611,,,,18615,2012,2,15,14,167,-10,2,1025,cv,1.79,0,0
9828,134,172.13428,,,,18616,2012,2,15,15,134,-10,2,1025,SE,4.02,0,0
9829,112,128.94405,,,,18617,2012,2,15,16,112,-11,2,1024,SE,8.04,0,0
9830,118,108.00071,,,,18618,2012,2,15,17,118,-10,2,1025,cv,1.79,0,0
9831,114,119.81138,,,,18619,2012,2,15,18,114,-11,0,1025,cv,2.68,0,0
9832,126,116.12401,,,,18620,2012,2,15,19,126,-9,-2,1026,SE,1.79,0,0
9833,133,129.81674,,,,18621,2012,2,15,20,133,-11,-4,1027,NE,1.79,0,0
9834,145,132.26782,,,,18622,2012,2,15,21,145,-9,-2,1028,NW,3.13,0,0
9835,163,141.39954,,,,18623,2012,2,15,22,163,-19,-2,1030,NW,8.94,0,0
9836,16,151.8806,,,,18624,2012,2,15,23,16,-20,-2,1030,NW,16.09,0,0
9837,4,0.21422935,,,,18625,2012,2,16,0,4,-20,-3,1031,NW,20.11,0,0
9838,5,2.3020449,,,,18626,2012,2,16,1,5,-20,-3,1030,NW,25.03,0,0
9839,8,7.833885,,,,18627,2012,2,16,2,8,-20,-4,1030,NW,28.16,0,0
9840,12,11.3102255,,,,18628,2012,2,16,3,12,-20,-4,1030,NW,33.08,0,0
9841,11,14.6162615,,,,18629,2012,2,16,4,11,-20,-4,1030,NW,36.21,0,0
9842,10,13.05947,,,,18630,2012,2,16,5,10,-21,-7,1030,NW,38,0,0
9843,11,13.254864,,,,18631,2012,2,16,6,11,-20,-6,1030,NW,41.13,0,0
9844,9,13.469058,,,,18632,2012,2,16,7,9,-20,-5,1031,NW,44.26,0,0
9845,12,9.89482,,,,18633,2012,2,16,8,12,-19,-2,1031,NW,49.18,0,0
9846,17,12.277049,,,,18634,2012,2,16,9,17,-19,-1,1032,NW,54.1,0,0
9847,15,17.27039,,,,18635,2012,2,16,10,15,-21,0,1031,NW,61.25,0,0
9848,24,14.826219,,,,18636,2012,2,16,11,24,-21,1,1031,NW,66.17,0,0
9849,17,24.471449,,,,18637,2012,2,16,12,17,-22,2,1030,NW,71.98,0,0
9850,11,17.084557,,,,18638,2012,2,16,13,11,-23,2,1029,NW,76.9,0,0
9851,15,11.825814,,,,18639,2012,2,16,14,15,-22,3,1028,NW,80.92,0,0
9852,18,17.030218,,,,18640,2012,2,16,15,18,-22,2,1028,NW,88.07,0,0
9853,18,20.326946,,,,18641,2012,2,16,16,18,-22,1,1028,NW,95.22,0,0
9854,16,20.067432,,,,18642,2012,2,16,17,16,-20,0,1028,NW,102.37,0,0
9855,14,18.91139,,,,18643,2012,2,16,18,14,-19,-2,1029,NW,109.52,0,0
9856,16,16.94745,,,,18644,2012,2,16,19,16,-20,-3,1029,NW,115.33,0,0
9857,13,17.742268,,,,18645,2012,2,16,20,13,-20,-3,1030,NW,120.25,0,0
9858,15,13.513084,,,,18646,2012,2,16,21,15,-20,-5,1030,NW,125.17,0,0
9859,15,17.053692,,,,18647,2012,2,16,22,15,-20,-5,1030,NW,130.09,0,0
9860,20,16.462831,,,,18648,2012,2,16,23,20,-19,-4,1030,NW,133.22,0,0
9861,7,20.924019,,,,18649,2012,2,17,0,7,-19,-4,1030,NW,136.35,0,0
9862,8,7.408697,,,,18650,2012,2,17,1,8,-21,-8,1030,NW,140.37,0,0
9863,9,10.358815,,,,18651,2012,2,17,2,9,-21,-8,1031,NW,145.29,0,0
9864,11,10.323206,,,,18652,2012,2,17,3,11,-20,-7,1031,NW,150.21,0,0
9865,12,11.94275,,,,18653,2012,2,17,4,12,-21,-7,1031,NW,156.02,0,0
9866,11,12.518738,,,,18654,2012,2,17,5,11,-22,-7,1032,NW,161.83,0,0
9867,9,10.668571,,,,18655,2012,2,17,6,9,-23,-7,1033,NW,170.77,0,0
9868,10,8.410954,,,,18656,2012,2,17,7,10,-23,-8,1033,NW,178.82,0,0
9869,16,11.030927,,,,18657,2012,2,17,8,16,-23,-7,1034,NW,188.65,0,0
9870,17,16.065798,,,,18658,2012,2,17,9,17,-23,-5,1035,NW,201.61,0,0
9871,15,15.291498,,,,18659,2012,2,17,10,15,-22,-3,1035,NW,212.79,0,0
9872,18,13.535741,,,,18660,2012,2,17,11,18,-23,-2,1034,NW,223.97,0,0
9873,19,17.040215,,,,18661,2012,2,17,12,19,-23,-1,1033,NW,235.15,0,0
9874,26,18.299461,,,,18662,2012,2,17,13,26,-22,0,1032,NW,246.33,0,0
9875,16,26.002638,,,,18663,2012,2,17,14,16,-24,1,1032,NW,257.51,0,0
9876,24,13.404438,,,,18664,2012,2,17,15,24,-24,0,1032,NW,268.69,0,0
9877,15,23.348616,,,,18665,2012,2,17,16,15,-25,0,1032,NW,277.63,0,0
9878,13,13.591892,,,,18666,2012,2,17,17,13,-22,-1,1031,NW,286.57,0,0
9879,9,14.6145525,,,,18667,2012,2,17,18,9,-21,-2,1032,NW,294.62,0,0
9880,8,10.195405,,,,18668,2012,2,17,19,8,-21,-3,1033,NW,302.67,0,0
9881,11,8.087368,,,,18669,2012,2,17,20,11,-21,-4,1033,NW,307.59,0,0
9882,10,11.498162,,,,18670,2012,2,17,21,10,-20,-5,1034,NW,313.4,0,0
9883,18,10.485543,,,,18671,2012,2,17,22,18,-20,-4,1034,NW,322.34,0,0
9884,18,17.462164,,,,18672,2012,2,17,23,18,-20,-4,1034,NW,331.28,0,0
9885,14,16.937544,,,,18673,2012,2,18,0,14,-21,-5,1034,NW,338.43,0,0
9886,16,12.903173,,,,18674,2012,2,18,1,16,-21,-5,1034,NW,344.24,0,0
9887,12,15.159981,,,,18675,2012,2,18,2,12,-22,-7,1035,cv,0.89,0,0
9888,9,15.498385,,,,18676,2012,2,18,3,9,-23,-8,1034,NW,3.13,0,0
9889,8,11.060921,,,,18677,2012,2,18,4,8,-22,-9,1034,NW,6.26,0,0
9890,10,12.142967,,,,18678,2012,2,18,5,10,-23,-9,1035,NW,8.05,0,0
9891,8,12.056657,,,,18679,2012,2,18,6,8,-22,-10,1035,NW,12.07,0,0
9892,17,10.982235,,,,18680,2012,2,18,7,17,-22,-10,1035,NW,16.09,0,0
9893,17,19.938004,,,,18681,2012,2,18,8,17,-20,-7,1035,NW,21.01,0,0
9894,30,18.109138,,,,18682,2012,2,18,9,30,-21,-5,1035,NW,25.93,0,0
9895,27,29.96862,,,,18683,2012,2,18,10,27,-21,-3,1034,NE,4.02,0,0
9896,23,26.933199,,,,18684,2012,2,18,11,23,-20,0,1032,NW,5.81,0,0
9897,27,24.225965,,,,18685,2012,2,18,12,27,-23,1,1031,NW,11.62,0,0
9898,19,26.660416,,,,18686,2012,2,18,13,19,-23,2,1030,NW,18.77,0,0
9899,26,19.46142,,,,18687,2012,2,18,14,26,-22,3,1028,NW,24.58,0,0
9900,45,28.590307,,,,18688,2012,2,18,15,45,-22,4,1028,NW,30.39,0,0
9901,40,46.532467,,,,18689,2012,2,18,16,40,-22,4,1027,NW,36.2,0,0
9902,52,40.61795,,,,18690,2012,2,18,17,52,-22,4,1026,NW,41.12,0,0
9903,50,53.046238,,,,18691,2012,2,18,18,50,-22,2,1026,SE,4.02,0,0
9904,53,53.09735,,,,18692,2012,2,18,19,53,-22,1,1027,SE,7.15,0,0
9905,52,55.13392,,,,18693,2012,2,18,20,52,-20,-1,1027,NW,3.13,0,0
9906,59,55.015404,,,,18694,2012,2,18,21,59,-19,-3,1028,cv,0.89,0,0
9907,74,65.57253,,,,18695,2012,2,18,22,74,-19,-5,1028,cv,1.78,0,0
9908,90,79.614296,,,,18696,2012,2,18,23,90,-18,-3,1028,cv,2.67,0,0
9909,109,93.71734,,,,18697,2012,2,19,0,109,-18,-3,1028,NW,1.79,0,0
9910,105,110.23204,,,,18698,2012,2,19,1,105,-19,-7,1028,NW,6.71,0,0
9911,98,105.42481,,,,18699,2012,2,19,2,98,-19,-6,1027,cv,0.89,0,0
9912,91,99.66221,,,,18700,2012,2,19,3,91,-20,-8,1027,NW,1.79,0,0
9913,99,88.804,,,,18701,2012,2,19,4,99,-19,-10,1027,SE,0.89,0,0
9914,98,101.3712,,,,18702,2012,2,19,5,98,-21,-11,1027,NW,1.79,0,0
9915,91,95.9099,,,,18703,2012,2,19,6,91,-20,-10,1026,NW,3.58,0,0
9916,87,88.92943,,,,18704,2012,2,19,7,87,-20,-11,1026,NW,6.71,0,0
9917,84,85.42214,,,,18705,2012,2,19,8,84,-17,-7,1027,NW,8.5,0,0
9918,89,81.026505,,,,18706,2012,2,19,9,89,-18,-4,1026,NE,1.79,0,0
9919,87,84.5108,,,,18707,2012,2,19,10,87,-18,-1,1026,cv,0.89,0,0
9920,80,87.49653,,,,18708,2012,2,19,11,80,-20,2,1026,NW,1.79,0,0
9921,73,73.93556,,,,18709,2012,2,19,12,73,-21,5,1025,NW,3.58,0,0
9922,52,69.06155,,,,18710,2012,2,19,13,52,-20,7,1022,cv,1.79,0,0
9923,38,53.57456,,,,18711,2012,2,19,14,38,-21,6,1022,cv,3.58,0,0
9924,33,40.87428,,,,18712,2012,2,19,15,33,-21,7,1021,cv,5.37,0,0
9925,33,37.364876,,,,18713,2012,2,19,16,33,-22,7,1020,SE,4.02,0,0
9926,25,37.143345,,,,18714,2012,2,19,17,25,-22,6,1020,SE,8.04,0,0
9927,32,29.038406,,,,18715,2012,2,19,18,32,-23,4,1021,SE,12.06,0,0
9928,41,36.147938,,,,18716,2012,2,19,19,41,-23,1,1021,SE,13.85,0,0
9929,52,46.425404,,,,18717,2012,2,19,20,52,-22,2,1021,SE,16.98,0,0
9930,64,55.66547,,,,18718,2012,2,19,21,64,-19,-3,1021,cv,0.89,0,0
9931,64,73.509544,,,,18719,2012,2,19,22,64,-18,-3,1021,cv,1.78,0,0
9932,56,69.79461,,,,18720,2012,2,19,23,56,-18,-5,1022,cv,2.67,0,0
9933,65,59.61288,,,,18721,2012,2,20,0,65,-18,-4,1021,cv,3.56,0,0
9934,81,68.98235,,,,18722,2012,2,20,1,81,-19,-7,1021,NE,1.79,0,0
9935,113,85.52807,,,,18723,2012,2,20,2,113,-19,-9,1021,NE,2.68,0,0
9936,163,114.4638,,,,18724,2012,2,20,3,163,-18,-9,1021,NW,1.79,0,0
9937,162,161.13882,,,,18725,2012,2,20,4,162,-17,-9,1021,NW,2.68,0,0
9938,152,158.28207,,,,18726,2012,2,20,5,152,-18,-9,1021,NW,5.81,0,0
9939,129,145.7596,,,,18727,2012,2,20,6,129,-18,-9,1021,NW,8.94,0,0
9940,105,122.672005,,,,18728,2012,2,20,7,105,-18,-9,1021,NW,10.73,0,0
9941,99,99.73628,,,,18729,2012,2,20,8,99,-16,-8,1021,NW,12.52,0,0
9942,94,95.844284,,,,18730,2012,2,20,9,94,-16,-1,1022,cv,0.89,0,0
9943,85,90.95552,,,,18731,2012,2,20,10,85,-19,1,1022,cv,2.68,0,0
9944,110,80.927444,,,,18732,2012,2,20,11,110,-19,3,1022,cv,4.47,0,0
9945,139,112.490585,,,,18733,2012,2,20,12,139,-21,6,1020,SE,1.79,0,0
9946,139,139.7331,,,,18734,2012,2,20,13,139,-20,7,1020,cv,0.89,0,0
9947,127,139.8905,,,,18735,2012,2,20,14,127,-20,8,1019,SE,1.79,0,0
9948,129,124.448944,,,,18736,2012,2,20,15,129,-18,8,1019,SE,3.58,0,0
9949,135,129.29301,,,,18737,2012,2,20,16,135,-17,8,1019,SE,5.37,0,0
9950,145,135.07327,,,,18738,2012,2,20,17,145,-15,7,1018,SE,7.16,0,0
9951,184,146.73079,,,,18739,2012,2,20,18,184,-15,3,1019,SE,8.05,0,0
9952,236,188.32243,,,,18740,2012,2,20,19,236,-15,1,1020,SE,8.94,0,0
9953,254,239.75725,,,,18741,2012,2,20,20,254,-12,-2,1020,SE,10.73,0,0
9954,260,256.70224,,,,18742,2012,2,20,21,260,-9,-1,1021,SE,12.52,0,0
9955,216,258.6501,,,,18743,2012,2,20,22,216,-8,0,1022,SE,18.33,0,0
9956,160,206.59853,,,,18744,2012,2,20,23,160,-11,-1,1022,SE,23.25,0,0
9957,93,147.68117,,,,18745,2012,2,21,0,93,-12,-2,1022,cv,0.89,0,0
9958,75,84.497505,,,,18746,2012,2,21,1,75,-12,-2,1023,cv,1.34,0,0
9959,73,73.36774,,,,18747,2012,2,21,2,73,-12,-4,1023,cv,2.23,0,0
9960,68,76.50163,,,,18748,2012,2,21,3,68,-13,-6,1023,cv,3.12,0,0
9961,69,71.48879,,,,18749,2012,2,21,4,69,-12,-6,1022,NW,0.89,0,0
9962,82,71.54433,,,,18750,2012,2,21,5,82,-12,-6,1022,cv,0.89,0,0
9963,83,86.34649,,,,18751,2012,2,21,6,83,-13,-6,1021,cv,1.78,0,0
9964,99,85.09146,,,,18752,2012,2,21,7,99,-11,-3,1021,NW,1.79,0,0
9965,117,100.16686,,,,18753,2012,2,21,8,117,-11,-3,1022,NW,3.58,0,0
9966,125,116.615776,,,,18754,2012,2,21,9,125,-11,-1,1022,NW,5.37,0,0
9967,95,121.04974,,,,18755,2012,2,21,10,95,-12,1,1022,NW,7.16,0,0
9968,103,88.04143,,,,18756,2012,2,21,11,103,-13,2,1021,cv,0.89,0,0
9969,123,103.3759,,,,18757,2012,2,21,12,123,-12,3,1020,cv,2.68,0,0
9970,117,126.95939,,,,18758,2012,2,21,13,117,-11,4,1020,SE,1.79,0,0
9971,140,117.72546,,,,18759,2012,2,21,14,140,-11,4,1018,SE,3.58,0,0
9972,151,142.88171,,,,18760,2012,2,21,15,151,-11,4,1017,SE,6.71,0,0
9973,143,151.99696,,,,18761,2012,2,21,16,143,-9,4,1017,SE,9.84,0,0
9974,148,142.5516,,,,18762,2012,2,21,17,148,-11,3,1018,SE,11.63,0,0
9975,162,146.50415,,,,18763,2012,2,21,18,162,-11,1,1018,SE,13.42,0,0
9976,134,162.55182,,,,18764,2012,2,21,19,134,-10,0,1018,cv,0.89,0,0
9977,138,134.26308,,,,18765,2012,2,21,20,138,-10,-2,1018,cv,1.34,0,0
9978,155,141.26778,,,,18766,2012,2,21,21,155,-9,-3,1018,SE,1.79,0,0
9979,172,158.88576,,,,18767,2012,2,21,22,172,-6,-2,1018,SE,4.92,0,0
9980,151,174.81813,,,,18768,2012,2,21,23,151,-5,-3,1018,SE,5.81,0,0
9981,141,149.5699,,,,18769,2012,2,22,0,141,-6,-4,1018,NE,0.89,0,0
9982,153,137.26219,,,,18770,2012,2,22,1,153,-5,-3,1018,NE,2.68,0,0
9983,141,147.94315,,,,18771,2012,2,22,2,141,-5,-2,1017,NE,3.57,0,0
9984,158,133.65569,,,,18772,2012,2,22,3,158,-5,-2,1016,cv,0.89,0,0
9985,153,159.79507,,,,18773,2012,2,22,4,153,-3,-1,1015,cv,1.78,0,0
9986,164,155.1006,,,,18774,2012,2,22,5,164,-3,-1,1016,NW,1.79,0,0
9987,173,165.12077,,,,18775,2012,2,22,6,173,-3,-1,1015,NW,4.92,0,0
9988,174,171.44907,,,,18776,2012,2,22,7,174,-3,-1,1014,cv,0.89,0,0
9989,183,175.42433,,,,18777,2012,2,22,8,183,-2,0,1014,NW,0.89,0,0
9990,178,181.27391,,,,18778,2012,2,22,9,178,-2,0,1015,cv,0.45,0,0
9991,193,178.88382,,,,18779,2012,2,22,10,193,-4,0,1014,NE,1.79,0,0
9992,203,189.16502,,,,18780,2012,2,22,11,203,-3,1,1014,NW,3.13,0,0
9993,206,198.90807,,,,18781,2012,2,22,12,206,-3,1,1013,NE,1.79,0,0
9994,203,197.344,,,,18782,2012,2,22,13,203,-3,2,1012,cv,1.79,0,0
9995,208,202.16687,,,,18783,2012,2,22,14,208,-3,3,1012,cv,2.68,0,0
9996,219,208.25061,,,,18784,2012,2,22,15,219,-4,4,1012,cv,3.57,0,0
9997,235,221.60199,,,,18785,2012,2,22,16,235,-4,5,1012,NW,1.79,0,0
9998,240,234.40982,,,,18786,2012,2,22,17,240,-5,2,1013,NW,3.58,0,0
9999,241,236.18837,,,,18787,2012,2,22,18,241,-4,2,1014,NW,6.71,0,0
10000,248,233.72232,,,,18788,2012,2,22,19,248,-8,4,1017,NE,4.02,0,0
10001,154,233.23589,,,,18789,2012,2,22,20,154,-13,4,1018,NW,7.15,0,0
10002,25,134.80733,,,,18790,2012,2,22,21,25,-15,3,1020,NW,12.96,0,0
10003,16,10.664488,,,,18791,2012,2,22,22,16,-14,3,1022,NW,16.98,0,0
10004,18,13.902352,,,,18792,2012,2,22,23,18,-14,-2,1023,NW,21,0,0
10005,16,22.215008,,,,18793,2012,2,23,0,16,-14,-2,1025,NW,24.13,0,0
10006,11,17.906214,,,,18794,2012,2,23,1,11,-14,-1,1025,NW,29.05,0,0
10007,11,11.748295,,,,18795,2012,2,23,2,11,-14,-2,1026,NE,1.79,0,0
10008,16,13.129817,,,,18796,2012,2,23,3,16,-15,-7,1027,NW,4.92,0,0
10009,8,20.317684,,,,18797,2012,2,23,4,8,-14,-4,1026,NW,9.84,0,0
10010,9,9.660302,,,,18798,2012,2,23,5,9,-15,-4,1027,NE,4.92,0,0
10011,11,10.0528755,,,,18799,2012,2,23,6,11,-15,-3,1027,NE,9.84,0,0
10012,14,12.456915,,,,18800,2012,2,23,7,14,-15,-3,1028,NE,14.76,0,0
10013,16,15.16648,,,,18801,2012,2,23,8,16,-15,-2,1029,NE,19.68,0,0
10014,15,16.414965,,,,18802,2012,2,23,9,15,-15,-1,1029,NE,25.49,0,0
10015,20,15.443413,,,,18803,2012,2,23,10,20,-17,1,1028,NE,30.41,0,0
10016,20,19.42385,,,,18804,2012,2,23,11,20,-17,2,1028,NE,33.54,0,0
10017,18,19.825935,,,,18805,2012,2,23,12,18,-18,3,1027,NE,36.67,0,0
10018,15,18.218666,,,,18806,2012,2,23,13,15,-19,5,1026,NW,1.79,0,0
10019,19,15.5755005,,,,18807,2012,2,23,14,19,-19,5,1025,cv,1.79,0,0
10020,20,24.855785,,,,18808,2012,2,23,15,20,-20,6,1024,cv,3.58,0,0
10021,20,24.573961,,,,18809,2012,2,23,16,20,-20,6,1024,SE,4.02,0,0
10022,18,24.15477,,,,18810,2012,2,23,17,18,-20,5,1024,SE,8.04,0,0
10023,18,22.544025,,,,18811,2012,2,23,18,18,-19,2,1024,SE,11.17,0,0
10024,27,24.100792,,,,18812,2012,2,23,19,27,-18,1,1025,SE,12.96,0,0
10025,33,32.334164,,,,18813,2012,2,23,20,33,-16,1,1025,SE,16.98,0,0
10026,57,37.4809,,,,18814,2012,2,23,21,57,-14,-2,1025,SE,18.77,0,0
10027,70,64.16374,,,,18815,2012,2,23,22,70,-14,-3,1025,SE,21.9,0,0
10028,81,74.28325,,,,18816,2012,2,23,23,81,-13,-2,1025,SE,23.69,0,0
10029,84,82.6284,,,,18817,2012,2,24,0,84,-12,-4,1025,SE,25.48,0,0
10030,78,86.26508,,,,18818,2012,2,24,1,78,-11,-3,1025,SE,28.61,0,0
10031,74,78.04931,,,,18819,2012,2,24,2,74,-11,-4,1024,SE,30.4,0,0
10032,79,74.64024,,,,18820,2012,2,24,3,79,-11,-4,1024,SE,32.19,0,0
10033,99,79.87191,,,,18821,2012,2,24,4,99,-9,-3,1023,SE,33.98,0,0
10034,99,101.53756,,,,18822,2012,2,24,5,99,-9,-3,1023,SE,37.11,0,0
